x,y
3783304,4078423
2776562,2846453
5275751,5839474
6238394,5835340
2607553,2758756
3444761,3393341
1344593,1166816
1267858,1243429
2807364,1732332
2766949,2942936
3068534,2839141
909302,1026466
1492160,1183766
425271,692108
1610578,1474145
1455263,1457457
7010732,6821804
1602242,1469634
1425444,1204654
3266474,3202961
915396,954849
774978,717825
3400676,3322048
3451976,3339038
1589906,834044
1731616,1539625
2731171,2372071
1227061,940752
1321151,1432650
1340890,1079220
1045462,399528
1853955,1964346
2225510,1550036
2628117,2796283
2603443,2779828
1743049,1700241
1458517,1493414
1007605,997620
2286939,2054413
788655,671766
2159444,2431840
860811,1125868
3233353,3183587
2198774,2471364
1438261,1235733
1383896,1271766
2998357,2733529
2356243,1497946
5873912,4514703
1189884,927684
1410958,1004425
1824092,2236014
1052307,1039375
3102016,2894894
1558967,1534318
1990860,1232474
3952230,4253078
2677044,2522576
904801,969321
1304557,780849
3432754,3241019
1357109,1408749
1775480,1332686
2594414,1627287
1392936,842629
1078409,1278262
4040375,4140560
1023240,871603
1378784,1318944
1245215,1494590
763455,578096
1093184,918176
3097349,2882195
2124629,1929444
2637931,1655127
2059574,2388114
7342976,8160947
3401009,3368657
3054657,2832860
2272963,2080569
1707580,1537604
2183082,2074647
3093588,2867342
3500763,3390048
2054970,1908364
832794,745808
1437550,1357393
1596894,1466558
1336449,1138038
3473552,3417450
2766887,2313204
1073734,817566
855469,739072
3179897,3567879
1378723,1651664
1473802,1697574
1105276,1065758
1199504,980852
1263602,1472152
2411604,1778157
1432922,1675800
965724,801939
1621627,1471505
2838531,1824259
4906919,4796398
664867,839158
1636974,1098642
1354924,1359086
1419957,1358975
2440569,2396409
906538,913241
1450303,1463233
1701252,1697023
1252566,1123786
2752102,2807501
1854556,1821185
1117919,1078285
3735764,4141132
2949381,2913492
5783128,5728910
5678286,5911584
2766949,2777980
4048460,3357073
1428846,1153122
1474100,1258162
2967561,1806698
2913723,2895825
2797257,2829703
917511,977827
1664494,1249833
467817,859882
1519156,1430578
8303516,6863967
1491592,1425225
1508662,1427698
3884920,3160990
1153682,1307280
903325,922155
3994810,3303093
714083,700999
4063094,3318613
408861,787335
1644602,1510307
2961461,2348442
1083492,1069674
1227868,1031672
1291455,1379673
1117025,504871
1826800,1854703
2775426,2711640
2307499,1433427
2758245,2741800
1648089,1588955
1602241,1484816
1001343,1039375
