me
355690
-267364
28190
164874
-333433
-285454
-136922
-93442
455260
14482
649797
-179889
518827
152002
-82550
-122318
896276
-934930
-822587
678404
-171400
-151781
195390
642404
-165209
57480
282474
-451542
773179
-1519995
-153245
767369
-811664
-16830
110952
-803744
380047
-825894
-314517
823138
210784
515508
113043
-192459
-119892
76600
626886
-110185
675133
-219227
201043
352234
-130920
880866
204055
353467
-824415
202390
-208906
-93416
-209644
296835
-122280
1037366
248734
997921
213911
-195660
-240889
160512
128489
-87630
173101
-75617
-865745
420907
-275660
390351
32118
661769
-864746
153719
501314
812933
202851
234183
-208990
856733
396646
181720
-34725
-781004
-170784
892576
-248630
111169
-756189
-221713
817016
-305757
763613
472435
-145738
-834305
482377
-112321
100832
961522
67431
-591395
-79358
455003
141188
506291
93002
119327
780346
84237
-51468
-35579
224492
-50244
-294811
-32067
-6065
4206
373870
406249
10894
354258
-23032
102827
538334
115548
38038
-156312
-325610
-69939
-130495
-15057
307476
28820
61801
293413
-279095
412093
-525951
-16090
406173
-78294
-333568
3810
-337849
256870
-323390
-256268
461133
269588
196180
97215
-191870
-37741
-116269
331562
332071
365510
45225
189061
61017
461943
-107296
52036
214542
-317811
49149
70284
120396
22192
-132485
591746
-27334
162269
255692
-591680
40006
65698
3982
-3195
30646
49207
-148338
-351593
93827
-66839
73637
789895
-28834
-253133
320209
186381
940593
62334
446262
8898
403571
10469
91166
-297225
142242
19985
-197487
122597
436720
39252
-265497
366266
-151558
408123
168715
-83024
-337345
504988
-256791
109352
708190
-332450
-54243
-52378
194635
40124
613455
83162
210563
419720
415776
44315
62190
330376
-41047
-276595
20871
-217427
292368
6748
177365
94487
237725
-138823
-62694
202314
447585
120626
-314283
307248
-172564
-137910
390267
252135
100129
-77044
160230
-276555
463335
-541442
-52770
459025
-334909
387172
29799
248670
-334706
-311091
-423847
494101
81954
337025
-72329
-238677
145742
70253
256823
173592
288203
-134776
86099
209233
478325
-74171
-28118
474307
-334159
-38671
-187829
260482
-175477
