me
-106192
300624
1131896
-198015
-306795
-134654
32078
-11301
-2432
-101231
-995874
-6275
-481501
-365962
15049
-483613
32834
-464337
1052443
48499
44434
29400
-126979
-171358
524346
-206462
-165729
715344
-176713
-212096
-165413
56470
97783
183435
-260386
425873
-488238
-261271
-315759
-268428
873607
-573752
1813493
281148
328555
-83191
67531
-307424
-238254
839698
-353121
-331441
-36393
208711
-366941
-77001
-283166
1032137
146226
-327338
70698
-457496
65741
-383606
-156307
329911
-329366
60449
-305285
1061557
-69263
-532260
-313698
47274
-368654
18228
-310544
-479248
13067
-100949
-309443
164455
-8944
-516691
1862
197536
-62009
-477153
-34458
-438285
-23095
117922
-198802
464046
-225176
-34311
11742
1186536
-290457
-162602
595259
-133481
-76101
-156869
-97026
-217891
34539
217361
-230047
117974
-434555
-16515
-60209
95744
101898
-599118
-598295
-22504
383634
1399259
180003
-208965
-63077
48997
13597
165732
-69380
-1292415
156337
-551914
-442284
42606
-584778
126032
-567379
869141
214333
-77881
136949
-72758
-85304
583920
-61926
1219584
239476
93137
3998
-40275
42812
190824
263486
-256914
479454
-533618
-264499
-229322
-136240
981100
-345408
1475616
184936
346789
-242712
-14026
-219047
-51417
961803
-404514
-239463
92593
372886
-539189
120120
-223907
1115676
64802
308479
10541
181780
-692925
346254
-109213
310245
-233569
142992
-298025
1160309
-273540
-649194
-208548
137261
-345002
175262
-215708
-647248
93231
-112505
-182509
151805
73514
-610245
150382
79158
9832
287974
-170486
-37450
14422
49640
-194170
616767
-49448
-66712
172025
1270003
-513930
-164736
667971
-103415
-62077
-256143
-172558
-70322
-26312
-473858
-336440
-63771
-417615
-198812
-220755
-108914
-657077
-874452
-132358
498719
-2071
1401481
-95165
-339355
-102103
324141
308297
-52589
-1405800
1858
-50720
-586778
-108054
-10506
-608354
65018
-631951
1188383
-51197
-46791
2348
-141660
-64922
742732
-234002
-74792
922357
-199076
-267616
-74644
460753
325257
-68468
-276283
354307
-587812
-280082
-194022
-244328
-346684
1074716
1450901
11150
496023
156152
-82846
-349255
-329262
1020656
-400487
-301688
-93615
180976
-542735
-74953
-152832
1199069
-310966
127362
-132890
-732320
70043
-311235
-147916
58397
-358090
-43152
-317192
1244673
-205486
-751551
-338005
6837
-278759
-68260
-389072
-698258
-15529
-42770
-196003
79272
-39861
-666107
35275
154345
-48840
-95336
-249351
-58082
36451
92604
-197576
857338
-174548
-128332
-61071
1779734
-579401
-224618
1057202
-231228
-411019
-287747
-265620
-64820
-42807
-106646
-388023
-92960
-740889
-241558
-623182
33512
-922883
-1438494
-63931
697961
-100751
1640401
-146311
-384524
-214217
268439
332540
-8076
-95988
-1831875
-12619
-860467
129694
-27406
-864192
-5854
-871673
-37938
-22069
-74808
268993
-148269
-211855
680463
-301287
-103604
2104686
-151010
-421918
-12597
1500
394628
-158680
-468416
378734
-874416
-473878
-25783
-225210
-400434
1574600
3031872
83679
1200299
1911
-324220
-426476
-433972
1345458
-762897
-301901
-9784
152107
-851705
-5412
-50478
1727524
-16284
9961
-838934
-64783
-82326
40644
-64214
125696
-443145
-85163
1753489
-499107
-908875
-759243
-387989
-316560
-114037
265423
-905174
-440564
-96903
-124372
-121961
-254184
-13084
-946113
486594
8790
102317
-176510
-6319
-49481
4234
-109241
-297681
775190
-402320
-95023
-4919
512010
-379272
-243062
332349
-134262
-231248
-194907
-94908
8548
-207531
-107144
-204173
33807
-433403
-91741
-646740
206768
-400020
-495898
102079
-7117
48277
467595
79180
-187730
-132185
253952
20793
68634
-738893
63934
65883
-162346
-359225
45039
-363862
49193
-358572
357451
94632
289588
-75593
-115062
-188834
421169
-159908
102087
636472
66132
-117821
-70639
57746
27940
-34736
-370413
-172489
-344312
-373776
87846
-237226
-250282
433506
1655924
-115489
302380
-438414
60420
-195474
-178833
361932
-431763
-178873
71105
164864
-341247
110051
-92805
493403
-112276
-84370
25418
-346723
78274
-89350
-227810
273693
-231556
3317
523884
-422283
-946323
-391042
-198048
-239304
541
191717
-180652
-370997
-24722
-124977
21750
71736
-197933
-421758
415668
-128513
72321
72059
30824
-248323
58510
4943
-285808
970052
-217796
-72640
73435
593921
133027
-135731
311269
136546
-198876
67666
44254
12193
-34790
-45013
100810
-75000
-286175
-51816
-276458
115468
-176043
10710
-14572
105524
91288
599041
3511
104666
-123869
83314
174954
90529
-319641
160707
90970
-149736
452152
69628
-154941
99486
-129016
-101327
81622
79744
54586
-65919
77714
713643
30347
627280
9818
-23764
-61431
-26614
83529
78458
3693
-210725
-316595
-146388
-218190
105107
-112166
338778
564559
-91232
-3861
222824
-177322
86918
58023
-103910
416845
-240844
82570
-7129
259498
-124777
40282
346472
588418
-514517
-52478
107785
-54424
-112040
-577196
294830
350579
66481
46230
600354
-249916
-465585
-185588
104526
35688
177990
-4263
-153420
70905
25005
-19612
87329
137640
-64029
-191352
57955
-29917
-13185
-171045
-90688
-117063
123582
110473
-187793
-79373
-97904
-96568
93362
951165
15532
-194940
690354
-23372
-68982
3663
101705
-63191
4790
285929
-6788
-191952
-309582
200147
125822
-154419
-350476
-459720
-34960
136316
84215
831978
-150985
3390
-9768
193540
-115941
509846
-877763
101341
501428
-393150
-141774
18464
237962
-425090
-404137
711198
576227
302502
201132
20637
-20828
532088
-282808
-103867
1124617
-85560
43624
53367
-64469
582117
102626
-304417
-221693
-393737
-293232
117358
124860
798681
-69531
2116837
171200
539825
72560
432704
-20151
153596
684576
-339415
-40545
-40761
338462
-336656
-109901
252084
926560
-236814
174182
-373403
351970
127560
-299434
85447
257379
-29348
506176
947600
-349918
-228516
-463719
8087
541594
-134583
169432
-32717
-428039
471643
-7543
-36417
270888
495003
-433801
240434
177186
-3069
-344310
-168904
-67984
131756
309882
-237097
699135
-232942
26703
522609
975518
544137
-296378
583144
-44873
57828
273324
25607
-172840
96103
209239
208429
-215006
54707
-295119
-69891
-563723
403054
-151203
51420
177777
24429
1075032
-175987
229393
-117164
308394
-266837
136433
-2194
188928
132608
220790
63513
-39453
57153
78628
112938
755862
191991
359100
286309
-111499
261670
645934
-110391
675474
-168166
-176385
42808
-34897
9985
232526
116889
-272396
-265057
49766
-272590
202528
112130
264828
858297
1359209
262200
406533
-411922
12932
207122
24649
758386
-300848
154468
-64520
523708
191735
-51640
442794
967127
550307
-199853
-100185
151637
59840
-249375
185359
175008
215154
195185
982804
-328540
-817971
32352
221797
192394
169976
108435
226246
110715
146606
86986
80157
130336
198411
56102
453683
256168
116397
-387982
-272941
-223772
39518
218652
-208550
633447
-242878
163785
150122
1014272
110521
-174291
538332
-4162
60982
44160
-6703
-12930
4229
128780
-55399
33371
39634
-405368
35889
54218
-233298
-11031
691387
275724
215938
1160863
17898
-32446
-60316
414661
-392065
88578
1439549
66367
80964
723930
-153598
-18830
691717
13084
744481
-378474
134295
613019
13818
196196
-88218
612154
-27903
63786
874072
16445
59134
117425
-38032
77843
167048
-259620
-225545
731009
-271351
192616
2958
12085
841993
-8293
2174393
375467
-247569
-25360
-63808
7288
819315
-366958
-80441
-3185
424337
740371
-7488
204583
960186
-42742
83691
969
31799
-160780
-28760
249145
17060
-39759
44330
988681
-300592
673327
-126642
-31949
478315
75812
-145497
716575
-39351
-2800
96705
78931
-53691
1974
736718
291348
762857
240247
90869
-12629
305887
98394
68458
-227971
733358
-57264
-42827
92460
1199250
-141538
-126257
712344
-60763
218355
-71786
-172265
59287
393301
-154694
-174111
418649
-320737
-173714
355802
-207287
613694
325855
-491770
423871
294846
1290896
321111
-169811
-105444
661975
-121529
-31932
1279497
109347
-29365
671676
27906
-66055
645199
38177
657975
1007757
-24779
40111
451993
-148494
143890
747617
-218808
1190947
352210
321985
-197715
-65103
913959
-74001
297471
-261327
-119010
652589
-276780
234278
-85176
-156765
1051214
4223906
-75616
620738
54523
-82633
-217847
-292880
1035603
-302121
-143288
2682
337174
714070
134724
84263
1191005
118905
1013025
-297517
30152
-87571
1279452
5372
-32150
-170165
-48781
-309271
1221686
540116
-219251
-168776
-74858
437635
-196046
640485
-210156
-26318
136115
-156266
-57637
-18283
656548
734840
376949
130475
822471
568536
-109003
81452
71828
-214335
1723113
-154824
-101542
-40529
1300528
-146874
-183277
764113
-145248
36463
-71251
-12088
150913
54298
580576
-151808
187065
-349388
-154378
190290
385170
143713
-913740
533616
264103
455341
1493318
135293
-142962
-146278
377128
-86003
541601
1240807
134294
536635
570863
-109000
-11109
247668
584742
599286
-824132
554806
550120
360488
158254
-118334
686551
-61313
1264491
157127
185146
-156777
123862
53657
401873
261563
-286807
-108683
560245
-283357
185716
183818
1193320
-21432
1321169
47231
606077
912009
79096
-166407
-311143
955624
-369868
-101695
55270
309835
695374
96414
14879
1273956
129227
-87495
-81098
21236
296470
-21517
361985
77214
-172291
459563
1297913
-325673
570358
392449
-148728
-100093
457176
250360
-183428
622900
431398
86314
535893
102680
-95230
564522
688988
295560
141870
356228
229955
3984
149501
290817
-203856
723777
-275132
120889
546185
