me
790208
41194
-169430
389209
-182044
-276591
18038
-98303
142172
55929
326341
13336
152476
-235949
-10662
-128318
455820
-504940
-502217
247126
20980
170116
683737
141557
28717
-71157
296875
-248406
426167
-823147
45257
420960
-446595
-23852
12067
-454424
199294
-456334
-44326
446667
281942
275748
-41421
-170130
239440
-35627
154804
584974
219324
-99315
104073
35249
87828
324542
-168065
586065
-463824
-159480
-260520
-178946
-158615
678000
-60183
1975114
407955
490373
111696
6569
-125705
537516
-253418
67113
104122
306169
-516494
167452
-228747
796345
112614
477661
-308847
53062
269778
608119
34524
332170
-18137
356567
810514
-209660
-26487
-433500
23562
359987
-149318
205039
-410500
-36461
332630
-193135
419304
139694
-148075
-514988
531152
155393
53648
259021
80531
-388089
108555
198331
-109818
885467
-106756
37997
431484
286576
-265692
-196301
234143
-66329
-187081
-137917
-64632
-94701
373835
376447
-130816
345523
-202695
28849
642346
-364662
-311436
-53289
-190166
74069
-43102
233523
429499
-115632
-53037
361323
-232772
395677
-196373
116648
390898
-202828
-162446
97328
-161676
233964
-150974
-226540
442298
441348
196906
-44277
-225239
206587
-82761
435277
357361
470800
-32107
155587
159420
391971
-54748
-224937
261992
-150269
-219850
20901
7484
240497
-236312
920775
-5256
161323
23172
-480697
-119375
-43520
193618
-195331
-74888
165607
168622
-200969
118545
-119294
290265
516030
-35848
-62266
310110
54429
627391
-58555
469490
-148683
337836
-278923
309677
-131078
-549947
-125589
-244743
273412
362988
-112415
-103836
298104
-141134
394643
112142
-186299
-210111
651592
-17988
101803
675572
-100751
-178059
85292
190360
-179977
746189
-117146
122495
402889
95986
-328473
-153763
129716
-30398
-214527
-163090
-303686
279008
-126636
58917
-134335
209272
-149056
-191054
-249686
512450
-438184
-194591
384579
-188698
48489
77820
315227
-134326
-81025
231303
-256858
338835
-224668
128005
336324
-157234
278738
114668
179225
-179285
-150155
-514104
354343
305340
267413
-24002
-298450
303153
69249
309203
45056
348149
-298779
182579
154586
288331
-73872
-104090
278018
-156899
-105082
-215967
287226
-312837
95496
1990689
28035
106092
74504
192991
-179268
-265244
89716
-104332
-112123
68457
100285
-216923
319426
-171510
131606
413694
-39519
-136669
-34372
264291
499115
213357
631533
-176473
297429
123960
-142915
-163267
-423315
-133301
210073
275686
-250431
-168431
-114853
264952
-189569
146781
329442
-191160
-209285
423170
1992
105447
384063
-197798
-106686
75545
271322
-99723
929685
-56194
205173
344806
867529
-310243
-207299
478619
-86338
-168380
-160486
-70648
-250398
115753
-44536
-182821
-72802
-262058
-58881
-21550
229885
63917
-592238
-572117
-39027
65620
1051974
-159383
-169968
54777
32751
-114002
67707
-1086387
-3031
63480
-516621
-289470
-11482
-567351
74208
-551436
-712832
103737
11308
-65712
-192447
66914
351737
-256085
509294
-89206
12482
-111207
64088
-103205
109097
69898
-222365
454988
-520084
-211224
-376189
-175476
745791
-172783
1925814
-75899
309459
107947
-164266
-187367
-107539
720189
-316214
-173749
-52762
296436
-521605
26479
-128679
851256
29074
107692
-532545
62445
127593
1040
-172912
499820
-213518
68920
880629
-267086
-56887
-583918
-167538
55001
-193255
-49877
-195831
-537775
52113
-168281
-71028
60749
58522
-565217
-12753
198583
-91071
-102855
-543815
694
50853
-2429
-173515
808247
-146422
-71154
75638
1044257
-480239
-265946
560897
-157036
-79932
-238329
-213009
-127309
-281248
49242
-324024
-270424
-194087
-331322
25838
-60145
-607898
-509775
-98975
