me
1573637
-570888
937779
-144309
-230697
-287909
-212139
-145373
-577826
-396839
-176467
-595417
-793802
-340516
-664228
-959964
-280043
677457
1462714
-232739
-396134
115751
-378932
-124776
-1445002
-370670
-576518
-642688
-609498
-416855
210114
-357414
-219876
1855848
-314261
-308826
13524
-379349
-374141
-577994
-398024
240606
-354752
1350553
2184048
1013809
-805170
-405734
-350596
1257987
-640365
-359989
-536428
128335
1506593
-804432
43225
-281105
-427662
-306205
1524149
-396884
-714557
-801188
-399226
-291441
-398040
285709
-702439
-418061
-295299
-159230
-364698
-681850
293772
-315627
298476
391592
-323892
-389448
373269
-168032
137353
-171890
-31447
-80793
-99730
-123317
-185030
-164260
-63713
-283961
-595260
-34028
-217816
-443554
389281
-76713
332608
41644
-167686
144021
-29125
-501850
11477
-35835
-177419
-190284
-170199
2666
280010
-81709
55292
542859
-3258
-61926
-72957
13069
-221971
-176079
-221875
38192
-157702
295142
847425
213808
-445220
-176512
-188682
300449
-289157
-146217
-137123
-13244
348325
68170
-317757
-570896
-187276
-11513
374095
-268321
-841511
-250471
-163819
-98865
11968
203169
-177486
-245944
-9804
-37145
-74184
-244035
232917
-91841
204917
308294
-130176
-29438
528932
241520
123399
124635
-12518
118363
55384
-78949
69595
83847
-96021
-187707
-409998
-72727
-11250
90196
-84052
143441
532009
624
87914
-7955
22310
-38751
110863
27711
23986
21479
33509
38261
30143
-23594
737997
-39165
-98996
183180
-65898
25240
-201020
29725
-189916
278626
449367
480418
-1129672
19955
-178184
71782
61057
357804
-168975
78367
113284
422800
503895
-66827
-162135
-900331
85961
30618
528495
-252866
-544350
-26931
85057
49500
297202
17389
-31397
94036
33048
29860
221772
8269
-59452
-221555
110430
-529002
-212310
21718
811438
157578
591124
-6675
-112798
77608
-184494
176794
257957
18858
-143931
-229039
-48531
-126309
-90778
-298306
-95178
188556
580381
8286
12003
126430
480128
-569832
55962
482714
-219103
-235584
-225611
524714
226240
-153587
-6439
1027422
-80741
69540
-18322
573474
-191674
-214931
-189353
288742
686238
-40839
1186368
459202
397467
9832
192463
534496
-251354
76503
-202610
353201
812786
-248321
-27431
-371483
14107
493535
815769
-237494
-242271
-261842
23809
566811
-29271
227851
32373
-246707
478413
-76584
473041
-285123
217806
-323388
141417
315193
-200516
483801
888957
685592
518537
-2235
11889
340651
-120256
224787
23440
369852
-43212
-120304
-92110
-441630
547558
-148260
186369
106658
1022922
-85132
366938
256691
134834
69367
433565
140836
238625
201150
236177
145765
245789
26190
861032
-64172
-62137
145299
34551
112359
-77560
217171
-63869
496150
382732
809101
329283
410844
-397259
345735
216358
659603
-115643
321269
198842
590988
858496
-134283
7699
-60626
368727
151950
866559
-128166
-780735
190525
373213
127092
136069
233668
368969
224653
172591
152514
141474
180432
474336
-72360
-38506
433913
-169736
128916
833822
82461
541193
14277
7006
55238
85804
34561
-91943
-15588
-5464
-227180
73108
128600
-44000
25361
796297
232513
865348
-36069
-22750
421218
49227
1766700
89763
66617
801077
805527
844592
37653
508778
-48789
-57453
574106
-68
-45840
91866
-51898
-193382
789991
-191422
367091
17647
675341
1130224
414586
-226478
-51228
-17392
578153
-223735
33383
777929
322105
796247
-18781
-120974
-338555
-17433
-32060
802893
-241193
811784
14372
-20391
410133
-33248
-18365
873219
15063
-17819
73301
-57949
849179
847656
-49467
410443
358037
-111952
39489
1065812
51615
585682
-96835
102305
34841
9255
300030
32559
-93681
342624
-237975
399663
-86973
752982
326071
-223772
280579
1178855
287799
-100503
319744
-13060
1693452
83241
-22589
774106
753791
809424
19014
432299
-62795
1068342
318939
377017
-51307
323983
-64492
-196143
756185
-226531
330124
9692
947872
3295975
513263
-419996
-152439
-113765
841844
-190425
41874
752654
188088
1075574
-205374
-10411
1376071
-78280
-87819
-232884
1102103
782083
-315517
-99387
-79630
452388
-74359
846257
-64541
-107551
-99093
-22155
812096
670344
674166
732729
1146527
-214946
-9406
1127358
-127967
677299
-52082
200799
-66535
20351
-47845
283729
-162608
120131
-176597
51342
87982
-4886
-468458
760361
429459
1357208
91324
-158405
224595
328564
1581931
141732
330725
826768
773707
831515
337782
324284
-82893
1021927
74048
64061
-48319
138204
367562
-178523
824609
-198702
423932
1000922
33861
275914
456576
358488
-149766
-231134
886800
-213804
-146699
971225
198928
1084637
-50282
119036
-287598
-160969
392664
1100338
-209801
737950
396387
-161605
-71682
351979
277234
-164061
800700
366914
334158
20
799251
499826
241329
316446
268479
-215100
324705
